opis,opis_code,delo,portal_id,name,pages,expected,status
Опись 1,1,0206,209,"Фрагменты лекций К.Э. Циолковского ""Изучение и использование стратосферы"", читанной в Обществе изобретателей в Калуге 31.12.1933 г. Вид материала: фрагменты лекций Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",14,14,ok
Опись 1,1,0207,210,"Статья К.Э. Циолковского ""О работах по бескаркасному металлическому дирижаблю"", написанная в ответ на запрос Секции информации и печати ""Бюллетеня ЦАГИ"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",7,7,ok
Опись 1,1,0208,211,"Фрагменты К.Э. Циолковского ""Формулы стратостата"". Вид материала: фрагменты Способ воспроизведения: автограф Языки: русский",5,5,ok
Опись 1,1,0209,212,"Статья К.Э. Циолковского ""Достижение высот стратостатом"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",21,21,ok
Опись 1,1,0210,213,"Статья К.Э. Циолковского ""Высотные воздушные шары [стратостаты] и высотные [стратосферные] дирижабли"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",34,34,ok
Опись 1,1,0211,214,"Статья К.Э. Циолковского ""Газгольдеры, как переходная ступень к стальным дирижаблям с изменяющимся объемом"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский, французский",28,28,ok
Опись 1,1,0212,215,"Фрагменты статьи К.Э. Циолковского ""Новый проект маленького дирижабля в 1000-3000 куб. м."", рисунки, таблицы, шаблоны. Вид материала: наброски, рисунки, таблицы, фрагменты статьи, шаблоны Способ воспроизведения: автограф Языки: русский",43,43,ok
Опись 1,1,0213,216,"Статья К.Э. Циолковского ""Особый упрощенный проект чистометаллического дирижабля с изменяющимся объемом"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",50,50,ok
Опись 1,1,0214,217,Эскизный проект летающей модели дирижабля К.Э. Циолковского объемом 3000 куб.м. Вид материала: проект Способ воспроизведения: Языки: русский,303,303,ok
Опись 1,1,0215,218,Эскизный проект летающей модели дирижабля К.Э. Циолковского объемом 3000 куб.м. Вид материала: проект Способ воспроизведения: Языки: русский,294,294,ok
Опись 1,1,0216,219,"Статья К.Э. Циолковского ""Упрощенный переходный проект дирижабля в 2000 куб. метров объема"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",58,58,ok
Опись 1,1,0217,220,"Статья К.Э. Циолковского ""Поезд дирижаблей"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",11,11,ok
Опись 1,1,0218,221,"Фрагмент работы К.Э. Циолковского ""Способ сварки оболочки дирижабля"". Вид материала: фрагмент Способ воспроизведения: автограф Языки: русский",5,5,ok
Опись 1,1,0219,222,"Список работ К.Э. Циолковского ""Дирижабли"" по дирижаблям. Вид материала: список работ Способ воспроизведения: автограф Языки: русский",3,3,ok
Опись 1,1,0220,223,"Расчеты и формулы К.Э. Циолковского ""Расчеты [таблицы дирижаблей]"". Вид материала: расчёты, формулы Способ воспроизведения: автограф Языки: русский",20,20,ok
Опись 1,1,0221,224,Шаблоны К.Э. Циолковского из жести и картона моделей дирижабля. Вид материала: шаблоны Способ воспроизведения: фотографии Языки: русский,6,6,ok
Опись 1,1,0222,225,"Чертежи дирижабля К.Э. Циолковского, рисунки и эскизы к работам по дирижаблестроению. Вид материала: рисунки, чертежи, шаблоны Способ воспроизведения: автограф, машинопись Языки: английский, русский, французский",178,178,ok
Опись 1,1,0223,226,"Фотографии моделей дирижабля К.Э. Циолковского, шаблоны для гоффрировальной машины и репродукции диапозитивов, моделей дирижабля, демонстрировавшихся К.Э. Циолковским во время лекций и докладов. Вид материала: фотографии моделей, шаблоны Способ воспроизведения: фотографии Языки: русский",57,57,ok
Опись 1,1,0224,227,Фрагменты статей К.Э. Циолковского о дирижабле. Вид материала: фрагменты статей Способ воспроизведения: автограф Языки: русский,113,113,ok
Опись 1,1,0225,228,"Статья К.Э. Циолковского ""Тип будущего управляемого аэростата"" [не окончена]. Вид материала: статья Способ воспроизведения: автограф Языки: русский",61,61,ok
Опись 1,1,0226,229,"Статья К.Э. Циолковского ""Тяготение, как источник мировой энергии"". Вид материала: статья Способ воспроизведения: машинопись Языки: русский",30,30,ok
Опись 1,1,0227,230,"Статья К.Э. Циолковского ""Изменение относительной тяжести на Земле"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",309,309,ok
Опись 1,1,0228,231,"Статья К.Э. Циолковского ""На чуждых планетах"". Вид материала: статья Способ воспроизведения: автограф, машинопись Языки: русский",58,58,ok
Опись 1,1,0229,232,"Статья К.Э. Циолковского ""Вселенная в очерках и картинах"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",85,85,ok
Опись 1,1,0230,233,"Заметки и таблицы К.Э. Циолковского ""Таблицы [старые]"" по астрономии. Вид материала: заметки, наброски, таблицы Способ воспроизведения: автограф, машинопись Языки: русский",62,62,ok
Опись 1,1,0231,234,"Таблицы К.Э. Циолковского ""Таблицы новые и старые"", относящиеся к строению вселенной. Вид материала: таблицы Способ воспроизведения: автограф Языки: русский",78,78,ok
Опись 1,1,0232,235,"Статья К.Э. Циолковского ""Между солнцами [Фантастическое путешествие от планеты к планете]"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",80,80,ok
Опись 1,1,0233,236,"Статья К.Э. Циолковского ""О земном шаре"". Вид материала: статья Способ воспроизведения: автограф, машинопись Языки: русский",34,34,ok
Опись 1,1,0234,237,"Статья К.Э. Циолковского ""Звездный цикл"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",50,50,ok
Опись 1,1,0235,238,"Статья К.Э. Циолковского ""Судьба планет. Образование и развитие солнечной системы"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",11,11,ok
Опись 1,1,0236,239,"Отрывок статьи К.Э. Циолковского ""Гипотеза о повторяемости звездных явлений"". Вид материала: отрывок статьи Способ воспроизведения: автограф Языки: русский",19,19,ok
Опись 1,1,0237,240,"Статья К.Э. Циолковского ""На Весте. [Условия жизни в иных мирах]"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",32,32,ok
Опись 1,1,0238,241,"Статья К.Э. Циолковского ""Условия жизни в поясе астероидов [Жизнь в эфире]"". Вид материала: статья Способ воспроизведения: автограф, машинопись Языки: русский",300,300,ok
Опись 1,1,0239,242,"Статья К.Э. Циолковского ""Жизнь Солнца и его спектр"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",13,13,ok
Опись 1,1,0240,243,"Статья К.Э. Циолковского ""Условия жизни во вселенной. [Программа Вселенной]"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",74,74,ok
Опись 1,1,0241,244,"Статья К.Э. Циолковского ""Сколько времени существует вселенная?"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",45,45,ok
Опись 1,1,0242,245,"Статья К.Э. Циолковского ""Путешествие Земли и Солнца во вселенной"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",67,67,ok
Опись 1,1,0243,246,"Статья К.Э. Циолковского ""Путешествие Земли и Солнца во вселенной"". Вид материала: статья Способ воспроизведения: машинопись Языки: русский",32,32,ok
Опись 1,1,0244,247,"Статья К.Э. Циолковского ""Разум и звезды"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",135,135,ok
Опись 1,1,0245,248,"Статья К.Э. Циолковского ""Разум и космос"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",20,20,ok
Опись 1,1,0246,249,"Статья К.Э. Циолковского ""Распространение человека в космосе"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",68,68,ok
Опись 1,1,0247,250,"Статья К.Э. Циолковского ""Земные катастрофы. [Мировые катастрофы]"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",43,43,ok
Опись 1,1,0248,251,"Фрагменты работы К.Э. Циолковского ""Образование Земли и солнечной системы"" [не окончена и без начала]. Вид материала: фрагменты Способ воспроизведения: автограф Языки: русский",23,23,ok
Опись 1,1,0249,252,"Статья К.Э. Циолковского ""К живому и мертвому. [Выписки из моих астрономических таблиц]"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",15,15,ok
Опись 1,1,0250,253,"Статья К.Э. Циолковского ""Этапы промышленности в эфире или в поясе астероидов"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",5,5,ok
Опись 1,1,0251,254,"Статья К.Э. Циолковского ""Условие жизни в иных мирах"". Вид материала: статья Способ воспроизведения: автограф, машинопись Языки: русский",41,41,ok
Опись 1,1,0252,255,"Статья К.Э. Циолковского ""Жизнь в космическом эфире. Введение и I глава"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",142,142,ok
Опись 1,1,0253,256,"Вычисления и формулы К.Э. Циолковского ""Моменты инерции"". Вид материала: вычисления, формулы Способ воспроизведения: автограф Языки: русский",17,17,ok
Опись 1,1,0254,257,"Формулы К.Э. Циолковского ""Образование солнечной системы. [Переписка важнейших формул]"". Вид материала: формулы Способ воспроизведения: автограф Языки: русский",114,114,ok
Опись 1,1,0255,258,"Статья К.Э. Циолковского ""Условия жизни во вселенной"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",90,90,ok
Опись 1,1,0256,259,"Статья К.Э. Циолковского ""Астрономические единицы"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",62,62,ok
Опись 1,1,0257,260,"Статья К.Э. Циолковского ""Изменение массы Солнца"". Вид материала: статья Способ воспроизведения: автограф, машинопись Языки: русский",77,77,ok
Опись 1,1,0258,261,"Отрывок статьи К.Э. Циолковского ""Органическая жизнь разлита по всему космосу"". Вид материала: отрывок статьи Способ воспроизведения: автограф Языки: русский",12,12,ok
Опись 1,1,0259,262,"Статья К.Э. Циолковского ""Образование Млечного пути, многократных солнц и планетных систем"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",94,94,ok
Опись 1,1,0260,263,"Статья К.Э. Циолковского ""Образование солнечных систем. [Конспект в доступном изложении]"". Вид материала: выписки, статья, черновые наброски Способ воспроизведения: автограф Языки: русский",119,119,ok
Опись 1,1,0261,264,"Статья К.Э. Циолковского ""Картина вселенной"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",47,47,ok
Опись 1,1,0262,265,"Статья К.Э. Циолковского ""Условия биологической жизни во вселенной и её высота"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",14,14,ok
Опись 1,1,0263,266,"Статья К.Э. Циолковского ""Периодичность и нисходящий порядок космоса. О соответствующих существах разной плотности [Гипотеза]"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",20,20,ok
Опись 1,1,0264,267,"Статья К.Э. Циолковского ""Условия жизни в иных мирах"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",34,34,ok
Опись 1,1,0265,268,"Статья К.Э. Циолковского ""Образование солнечных систем. [Дополнение к конспекту 1925 г.]"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",39,39,ok
Опись 1,1,0266,269,"Отрывок К.Э. Циолковского ""Наиболее важные опечатки и ошибки в некоторых моих сочинениях [1925 г. ""Грезы о земле и небе""]"". Вид материала: отрывок Способ воспроизведения: автограф Языки: русский",2,2,ok
Опись 1,1,0267,270,"Статья К.Э. Циолковского ""Эфирный остров"". [2 редакции]. Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",25,25,ok
Опись 1,1,0268,271,"Статья К.Э. Циолковского ""Жизнь в эфире"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",10,10,ok
Опись 1,1,0269,272,"Статья К.Э. Циолковского ""Образование солнечных систем"". [Выводы]. Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",15,15,ok
Опись 1,1,0270,273,"Статья К.Э. Циолковского ""Органический мир вселенной"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",29,29,ok
Опись 1,1,0271,274,"Статья К.Э. Циолковского ""Сколько планет во вселенной"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",26,26,ok
Опись 1,1,0272,275,"Статья К.Э. Циолковского ""Температура планет"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",17,17,ok
Опись 1,1,0273,276,"Статья К.Э. Циолковского ""Наше Солнце"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",14,14,ok
Опись 1,1,0274,277,"Статья К.Э. Циолковского ""Наша планетная система"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",24,24,ok
Опись 1,1,0275,278,"Статья К.Э. Циолковского ""Как образуются солнечные системы"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",15,15,ok
Опись 1,1,0276,279,"Статья К.Э. Циолковского ""Как узнают расстояние и величину недоступных предметов"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",31,31,ok
Опись 1,1,0277,280,"Статья К.Э. Циолковского ""Из каких веществ составлены небесные тела"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",31,31,ok
Опись 1,1,0278,281,"Статья К.Э. Циолковского ""Когда потухнет Солнце?"". [""Небесные огни""]. Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",7,7,ok
Опись 1,1,0279,282,"Статья К.Э. Циолковского ""Два заблуждения"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",23,23,ok
Опись 1,1,0280,283,"Статья К.Э. Циолковского ""Энергия солнечного лучеиспускания"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",161,161,ok
Опись 1,1,0281,284,"Отрывок статьи К.Э. Циолковского ""Притяжение разных родов, энергия, сложность, скорость и упругость"". Вид материала: отрывок статьи Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",9,9,ok
Опись 1,1,0282,285,"Статья К.Э. Циолковского ""[Устройство жилищ вне Земли]"" [3 варианта]. Вид материала: статья Способ воспроизведения: автограф Языки: русский",42,42,ok
Опись 1,1,0283,286,"Статья К.Э. Циолковского ""Космические путешествия"". Вид материала: статья Способ воспроизведения: автограф, машинопись Языки: русский",65,65,ok
Опись 1,1,0284,287,"Статья К.Э. Циолковского ""Образование двойных звезд"". Рукописный экземпляр статьи на французском языке. Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора, рукопись Языки: русский, французский",124,124,ok
Опись 1,1,0285,288,"Статья К.Э. Циолковского ""Момент вращательного движения"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",8,8,ok
Опись 1,1,0286,289,"Текст лекции К.Э. Циолковского ""Космос"". Вид материала: лекция Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",36,36,ok
Опись 1,1,0287,290,"Отрывок К.Э. Циолковского ""Общее заключение о космосе"". Вид материала: отрывок Способ воспроизведения: автограф Языки: русский",3,3,ok
Опись 1,1,0288,291,"Статья К.Э. Циолковского ""Закон притяжения"". Вид материала: статья Способ воспроизведения: машинопись Языки: русский",112,112,ok
Опись 1,1,0289,292,"Отрывок статьи К.Э. Циолковского ""При других солнцах также имеются планеты"". Вид материала: отрывок, статья Способ воспроизведения: автограф, машинопись Языки: русский",8,8,ok
Опись 1,1,0290,293,"Текст объявления К.Э. Циолковского в газету о болиде, виденном в Московской области 14 мая 1934 г. Вид материала: объявление Способ воспроизведения: машинопись Языки: русский",3,3,ok
Опись 1,1,0291,294,"Статья К.Э. Циолковского ""О болиде 14 мая 1934 г., виденном в Московской области"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",41,41,ok
Опись 1,1,0292,295,"Таблица космических расстояний К.Э. Циолковского ""Бесконечность"". Вид материала: таблица Способ воспроизведения: машинопись с правкой автора Языки: русский",3,3,ok
Опись 1,1,0293,296,Фрагменты работ К.Э. Циолковского по астрономии. Вид материала: фрагменты работ Способ воспроизведения: автограф Языки: русский,87,87,ok
Опись 1,1,0294,297,"Статья К.Э. Циолковского ""Механика подобно изменяющегося организма"" [не окончена]. Вид материала: статья Способ воспроизведения: автограф, машинопись Языки: русский",112,112,ok
Опись 1,1,0295,298,"Статья К.Э. Циолковского ""Образование разных видов живых существ"" [не окончена]. Вид материала: статья Способ воспроизведения: автограф Языки: русский",42,42,ok
Опись 1,1,0296,299,"Статья К.Э. Циолковского ""Влияние роста существ на их жизнь и свойства"". Вид материала: статья Способ воспроизведения: машинопись Языки: русский",96,96,ok
Опись 1,1,0297,300,"Статья К.Э. Циолковского ""Механика в биологии"" [Происхождение живого до человека]. Вид материала: статья Способ воспроизведения: автограф Языки: русский",236,236,ok
Опись 1,1,0298,301,"Статья К.Э. Циолковского ""Происхождение и развитие жизни на Земле"" [не окончена]. Вид материала: статья Способ воспроизведения: автограф Языки: русский",195,195,ok
Опись 1,1,0299,302,"Черновые наброски плана К.Э. Циолковского ""Подобие организмов и уклонение от него"" и содержание статьи, таблицы и формулы. Вид материала: таблицы, формулы, черновые наброски статьи Способ воспроизведения: автограф Языки: русский",79,79,ok
Опись 1,1,0300,303,"Очерк К.Э. Циолковского ""Начало растений на земном шаре и их развитие"". Вид материала: очерк Способ воспроизведения: машинопись с правкой автора Языки: русский",51,51,ok
Опись 1,1,0301,304,"Статья К.Э. Циолковского ""Механика в биологии. Подобие организмов и уклонение от него"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",398,398,ok
Опись 1,1,0302,305,"Статья К.Э. Циолковского ""Механика в биологии. Подобие организмов и уклонение от него"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",346,346,ok
Опись 1,1,0303,306,"Статья К.Э. Циолковского ""Эволюция животных [заимствовано у разных авторов]"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",72,72,ok
Опись 1,1,0304,307,"Статья К.Э. Циолковского ""Происхождение живого"" [не закончена]. Вид материала: статья Способ воспроизведения: автограф Языки: русский",23,23,ok
Опись 1,1,0305,308,"Статья К.Э. Циолковского ""Влияние разной тяжести на жизнь"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",22,22,ok
Опись 1,1,0306,309,"Статья К.Э. Циолковского ""Развитие органов размножения и их филогенетическая последовательность"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",4,4,ok
Опись 1,1,0307,310,"Заметка К.Э. Циолковского ""[О приоритете К.Э. Циолковского в методе получения высоких температур с помощью солнечных лучей]"". Вид материала: заметка Способ воспроизведения: автограф Языки: русский",16,16,ok
Опись 1,1,0308,311,"Статья К.Э. Циолковского ""Механизм высших животных и их чувства"" [не окончена]. Вид материала: статья Способ воспроизведения: машинопись Языки: русский",10,10,ok
Опись 1,1,0309,312,"Статья К.Э. Циолковского ""Биология и человек"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",21,21,ok
Опись 1,1,0310,313,"Статья К.Э. Циолковского ""Обратимость биологических явлений"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",32,32,ok
Опись 1,1,0311,314,"Выписки К.Э. Циолковского ""Химические формулы из Менделеева"". Вид материала: выписки Способ воспроизведения: автограф Языки: русский",16,16,ok
Опись 1,1,0312,315,"Описание конструкции К.Э. Циолковского ""Лодка"" и испытание лодки, изобретенной К.Э. Циолковским. Вид материала: описание конструкции Способ воспроизведения: автограф Языки: русский",10,10,ok
Опись 1,1,0313,316,"Статья К.Э. Циолковского ""Второе начало термодинамики"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",69,69,ok
Опись 1,1,0314,317,"Статья К.Э. Циолковского ""Вещество, строение и жизнь Земли"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",111,111,ok
Опись 1,1,0315,318,"Ответ К.Э. Циолковского ""К моей кинетической теории света"" на возражение Н.А. Морозова по поводу статьи К.Э. Циолковского ""Кинетическая теория света"". Вид материала: ответ на возражения Способ воспроизведения: автограф Языки: русский",7,7,ok
Опись 1,1,0316,319,"Фрагменты статей К.Э. Циолковского ""Общечеловеческая азбука"" по общечеловеческой азбуке. Вид материала: фрагменты статей Способ воспроизведения: автограф Языки: русский",19,19,ok
Опись 1,1,0317,320,"Отрывок статьи К.Э. Циолковского ""Картина Земли и её частей"". Вид материала: отрывок статьи Способ воспроизведения: автограф Языки: русский",57,57,ok
Опись 1,1,0318,321,"Таблицы К.Э. Циолковского ""Техника"" [""Паровые турбины"". ""Мельницы ветряные"".]. Вид материала: таблицы Способ воспроизведения: автограф Языки: русский",18,18,ok
Опись 1,1,0319,322,"Статья К.Э. Циолковского ""Из прошлого Земли"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",14,14,ok
Опись 1,1,0320,323,"Статья К.Э. Циолковского ""Наносы Земли"". Вид материала: статья Способ воспроизведения: автограф, машинопись Языки: русский",24,24,ok
Опись 1,1,0321,324,"Статья К.Э. Циолковского ""Сельскохозяйственные работы и потребные моторы"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",5,5,ok
Опись 1,1,0322,325,Записи опытов К.Э. Циолковского [Нагревание воды с помощью солнечной энергии]. Вид материала: записи опытов Способ воспроизведения: автограф Языки: русский,5,5,ok
Опись 1,1,0323,326,"Статья К.Э. Циолковского ""Гипотеза Бора и строение атома"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",49,49,ok
Опись 1,1,0324,327,"Статья К.Э. Циолковского ""Солнечная энергия и её применение. Энергия солнечного лучеиспускания. [Статья 1]"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",40,40,ok
Опись 1,1,0325,328,"Статья К.Э. Циолковского ""Значение основных наук о веществе"". Вид материала: статья Способ воспроизведения: автограф, машинопись с правкой автора Языки: русский",14,14,ok
Опись 1,1,0326,329,"Статья К.Э. Циолковского ""Образование Земли: суши, атмосферы растений и животных. [Земля и её наносы. 2-я переделка]"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",72,72,ok
Опись 1,1,0327,330,"Статья К.Э. Циолковского ""Солнечная энергия и её применение. Устройство жилищ в сухих и жарких пустынях [Статья 3]"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",15,15,ok
Опись 1,1,0328,331,"Статья К.Э. Циолковского ""Солнечная энергия и её применение. Простой солнечный нагреватель и его применение к двигателю, кухне и др. целям. [Статья 4]"". Две редакции. Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",6,6,ok
Опись 1,1,0329,332,"Статья К.Э. Циолковского ""Солнечная энергия и её применение. Вода в безводных и безоблачных пустынях. [Статья 2]"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",15,15,ok
Опись 1,1,0330,333,"Статья К.Э. Циолковского ""Земля. Часть 1. Прошедшее земли"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",89,89,ok
Опись 1,1,0331,334,"Статья К.Э. Циолковского ""Земля. Часть 3. Будущее Земли [человека]"". Вид материала: статья Способ воспроизведения: автограф Языки: русский",93,93,ok
Опись 1,1,0332,335,"Таблицы К.Э. Циолковского ""Земля. Выписки и выводы"". Вид материала: таблицы Способ воспроизведения: автограф Языки: русский",29,29,ok
Опись 1,1,0333,336,"Статья К.Э. Циолковского ""Земля. Часть 2. Современное состояние Земли"". Вид материала: статья Способ воспроизведения: автограф, машинопись Языки: русский",150,150,ok
Опись 1,1,0334,337,"Фрагменты статьи К.Э. Циолковского ""Примеры применения моего алфавита к языкам: русскому, немецкому, французскому и английскому [при употреблении 27 фигур]"". Вид материала: фрагменты статьи Способ воспроизведения: автограф Языки: русский",39,39,ok
Опись 1,1,0335,338,"Статья К.Э. Циолковского ""Обратимость физических явлений"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",10,10,ok
Опись 1,1,0336,339,"Статья К.Э. Циолковского ""Обратимость явлений"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",12,12,ok
Опись 1,1,0337,340,"Набросок статьи К.Э. Циолковского ""Одноатомный водород"". Вид материала: набросок статьи Способ воспроизведения: автограф Языки: русский",11,11,ok
Опись 1,1,0338,341,"Статья К.Э. Циолковского ""Обратимость химических явлений"" [не окончена]. Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",113,113,ok
Опись 1,1,0339,342,"Статья К.Э. Циолковского ""Земля и её энергия"" [2 редакции]. Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",113,113,ok
Опись 1,1,0340,343,"Статья К.Э. Циолковского ""Свойства вещества"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",30,30,ok
Опись 1,1,0341,344,"Статья К.Э. Циолковского ""Упругость твердых тел"". Фотокопия. Вид материала: статья Способ воспроизведения: автограф Языки: русский",47,47,ok
Опись 1,1,0342,345,"Описание конструкции К.Э. Циолковского ""Слуховая труба"" и рисунок слуховой трубы. Вид материала: описание конструкции Способ воспроизведения: автограф Языки: русский",7,7,ok
Опись 1,1,0343,346,"Статья К.Э. Циолковского ""Дирижабль и реактивный прибор против земных катастроф"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",9,9,ok
Опись 1,1,0344,347,"Статья К.Э. Циолковского ""Возможен ли вечный двигатель?"". Вид материала: статья Способ воспроизведения: машинопись с правкой автора Языки: русский",11,11,ok
